500000
79987
41	86
58	4
98	46
19	59
68	54
52	2
57	44
46	94
8	89
55	27
32	78
51	36
89	18
87	44
64	39
71	56
97	78
4	81
10	94
10	99
69	4
48	44
9	79
86	4
7	45
56	21
55	67
48	7
54	62
50	50
49	73
50	79
15	35
73	76
30	90
77	7
1	85
17	53
66	56
19	57
16	60
78	76
61	37
54	17
2	13
65	38
93	60
95	78
72	20
51	43
13	16
3	25
2	40
40	17
89	100
46	37
64	36
11	67
23	70
82	50
28	99
2	48
84	90
97	68
46	88
50	80
54	28
23	22
1	6
15	31
14	38
39	25
15	29
65	16
46	96
10	35
73	90
29	1
22	50
76	6
74	94
13	24
83	81
16	10
15	20
80	7
53	88
30	22
64	59
68	60
9	71
72	42
62	1
82	26
74	26
58	92
68	74
18	59
46	88
5	66
3	35
27	76
10	79
61	16
32	27
76	68
89	78
16	76
7	95
1	36
96	70
80	73
99	50
97	67
48	4
57	18
39	85
60	91
38	99
68	76
50	99
77	15
71	75
17	27
56	74
47	89
13	5
97	6
5	9
89	87
91	25
10	75
80	35
56	53
98	29
97	20
61	9
66	61
20	53
70	14
16	35
20	39
73	62
63	17
33	91
57	38
6	53
15	27
68	44
53	88
76	50
38	41
39	21
80	92
31	84
42	5
32	81
55	18
46	29
52	82
64	54
70	32
11	91
17	35
80	92
85	21
16	55
83	90
57	58
84	98
14	39
30	41
69	91
8	64
71	81
11	45
99	63
8	39
62	10
34	39
4	56
25	86
35	45
56	13
46	82
24	64
7	60
42	82
96	79
78	29
12	8
50	24
92	13
69	46
40	73
83	82
24	27
7	9
75	35
41	87
33	94
33	74
98	3
58	94
62	52
13	71
32	58
88	82
33	12
13	21
32	64
23	39
46	35
11	39
3	53
59	10
70	77
52	73
21	74
62	84
15	38
68	51
82	85
12	68
6	99
97	94
77	47
83	96
33	15
15	46
41	90
61	75
52	76
67	51
86	3
17	37
66	2
60	61
2	48
32	92
15	29
98	100
92	37
55	29
69	35
74	73
25	66
9	70
67	69
78	76
84	69
46	3
96	84
99	98
56	22
19	7
50	97
97	3
65	25
10	71
70	21
10	19
40	91
72	51
21	39
77	21
98	26
18	28
25	72
15	49
70	54
38	85
56	52
55	97
12	8
51	93
82	76
49	68
66	91
99	12
61	20
92	85
60	28
90	88
43	11
24	25
71	100
7	27
58	28
61	63
93	75
91	74
93	86
6	22
84	30
13	39
59	13
55	70
96	53
63	37
75	77
54	14
96	34
25	54
95	99
20	66
83	90
4	35
33	62
33	33
3	87
66	18
50	45
21	46
81	45
93	87
88	62
87	18
52	54
64	32
49	92
51	85
30	76
92	39
21	8
86	8
32	56
36	24
85	87
98	67
60	15
85	28
81	61
3	5
11	67
25	67
45	62
73	20
60	100
93	64
59	76
37	18
20	14
19	46
62	68
27	34
25	37
6	43
33	43
45	34
23	24
67	98
8	47
49	59
5	81
84	20
60	77
67	79
86	15
53	71
80	50
75	48
55	12
57	53
3	46
55	20
80	27
52	73
49	64
43	3
23	33
2	60
6	69
2	81
92	83
11	46
88	13
20	35
30	49
57	60
33	84
8	7
60	54
85	74
39	46
67	36
38	47
57	7
45	4
58	26
15	40
35	53
15	57
42	33
73	76
35	60
21	53
14	23
97	30
66	3
63	99
5	41
63	53
91	20
66	41
36	9
54	79
45	47
53	76
93	10
59	67
37	61
50	28
68	50
47	12
75	44
27	96
24	76
23	55
27	59
57	54
1	53
74	67
81	72
33	9
67	7
61	50
53	45
79	36
7	51
47	25
10	94
46	2
97	86
26	86
33	2
27	97
80	12
100	71
86	11
31	74
92	49
56	51
38	91
19	17
37	42
9	75
26	57
65	100
68	26
16	99
50	89
14	26
30	93
56	20
21	95
37	23
59	80
27	88
22	27
34	12
8	34
56	17
85	16
15	32
18	62
99	85
31	4
95	72
1	15
91	70
11	99
90	48
16	50
48	81
61	93
17	22
69	60
76	24
35	96
29	47
90	42
31	10
65	24
83	48
80	95
36	69
63	95
65	88
5	93
76	44
42	42
72	38
38	98
42	28
36	30
68	66
91	14
48	6
58	59
53	84
42	96
29	83
47	99
11	51
97	61
18	6
51	85
73	20
90	18
5	52
83	23
81	9
87	22
45	17
34	8
61	79
61	42
95	72
30	2
9	19
93	23
5	46
3	79
21	55
69	28
45	25
100	33
36	49
73	29
100	7
84	48
60	24
12	12
18	42
11	11
89	18
76	78
83	16
62	82
97	89
13	7
91	67
53	75
36	58
63	13
1	6
54	85
28	34
66	12
41	26
34	73
37	52
20	3
62	34
45	24
40	60
19	6
30	19
90	86
52	100
72	28
22	95
19	36
40	56
30	20
70	6
93	80
62	54
74	66
32	63
24	68
7	75
60	6
85	11
53	61
36	62
76	75
30	40
64	72
98	36
48	57
51	95
27	86
13	77
2	56
42	4
100	46
93	35
97	22
69	35
97	24
86	21
27	45
66	97
21	29
85	11
51	54
15	13
3	34
76	11
29	65
48	54
11	52
21	70
1	33
29	63
20	26
77	59
93	35
9	13
62	44
73	32
37	14
6	65
9	40
38	70
82	6
32	95
75	11
54	48
41	88
14	95
42	31
19	68
99	58
34	73
58	48
9	89
7	74
30	45
47	64
47	66
39	56
11	33
8	24
96	20
12	58
86	45
85	34
43	52
73	70
71	99
76	73
78	96
71	91
62	83
33	60
64	24
94	37
48	66
76	46
66	56
28	15
33	86
20	98
33	48
61	75
31	42
87	62
10	92
94	32
44	28
11	38
14	54
88	3
33	83
64	17
16	93
30	45
7	39
50	19
40	66
58	28
31	31
91	93
7	78
81	6
14	20
30	24
7	59
39	56
18	12
87	98
42	21
13	18
65	99
91	53
14	46
79	18
37	16
81	58
82	19
17	49
90	52
69	9
88	53
17	27
12	80
11	15
11	56
39	55
37	56
77	42
43	57
27	74
39	39
63	79
6	28
90	43
36	34
74	46
24	73
15	76
6	72
66	17
62	59
26	20
58	58
72	78
95	75
42	88
75	41
9	98
6	73
3	82
8	92
46	88
55	80
40	10
7	30
28	58
48	1
91	30
51	75
63	60
2	94
53	27
5	26
23	25
56	42
74	38
45	21
35	75
75	67
98	37
28	56
63	12
31	59
48	33
4	73
92	44
76	59
6	77
73	85
17	83
58	34
11	16
1	55
20	4
89	17
49	9
32	32
100	22
39	21
90	44
77	39
42	25
96	74
4	73
77	88
3	72
3	4
3	30
70	84
52	53
46	13
5	4
25	1
94	10
32	94
37	59
4	80
84	14
49	31
55	61
83	32
5	100
62	34
91	66
27	32
54	7
86	85
65	60
58	56
89	83
86	46
45	65
84	86
62	33
51	57
48	35
15	50
36	93
62	12
80	58
24	10
49	98
10	43
51	73
14	7
77	81
10	99
52	69
70	37
15	91
27	95
10	43
71	98
35	91
9	85
39	52
40	40
18	94
52	96
39	79
83	76
88	19
96	86
57	34
45	20
23	55
96	25
25	7
44	15
10	2
31	55
10	94
82	11
97	24
78	13
47	65
36	12
14	93
77	96
87	6
43	41
29	24
63	56
6	61
19	32
10	15
25	63
63	24
42	96
4	46
17	17
94	86
84	22
3	55
14	42
9	53
90	20
24	17
39	57
94	55
69	73
49	41
77	66
96	24
84	39
77	86
26	16
83	37
48	96
78	32
1	53
40	55
82	87
83	63
45	22
6	16
66	7
64	59
46	8
69	5
21	27
77	54
90	52
6	38
41	81
9	25
86	38
49	92
62	64
10	3
22	60
17	54
8	100
4	72
53	76
4	9
61	47
63	51
4	12
20	21
33	6
16	80
30	84
9	73
48	28
74	89
48	90
17	39
71	7
71	95
62	98
39	6
69	83
53	59
12	4
69	78
50	48
49	23
52	38
65	32
79	27
75	95
11	26
94	70
10	93
40	4
14	29
92	13
83	23
2	77
89	24
83	89
96	1
97	61
77	62
24	57
9	53
58	63
43	78
12	67
52	100
56	24
75	93
57	8
11	26
66	63
43	86
9	24
84	99
41	10
29	96
80	91
56	66
72	87
50	66
46	93
90	62
81	13
33	7
73	29
73	39
53	45
15	18
83	97
74	34
17	60
48	30
9	2
8	17
51	42
100	17
55	81
42	58
95	49
93	56
24	41
92	85
62	61
37	3
48	98
98	44
18	82
13	64
34	99
85	39
11	34
38	16
55	16
82	43
63	27
21	95
26	73
95	30
2	6
41	42
41	72
24	35
71	26
71	98
28	56
5	24
50	36
18	40
35	63
80	100
2	79
42	82
8	28
53	89
57	60
81	96
33	17
47	27
2	69
86	6
61	57
35	41
61	54
8	30
84	68
77	49
96	76
82	74
32	97
31	63
82	88
17	30
99	24
20	87
35	17
33	18
41	67
12	63
43	61
11	77
96	7
40	60
89	52
97	15
40	91
4	81
55	63
100	43
57	35
65	15
2	82
95	97
94	55
45	100
9	20
78	72
47	63
99	100
62	86
19	76
4	58
19	11
43	7
68	84
6	37
72	80
61	98
47	69
31	70
6	4
33	55
56	8
37	26
100	34
30	46
71	82
67	53
34	35
4	100
51	59
36	66
27	3
22	48
56	26
19	1
97	30
60	88
