200
5
87	60
43	97
49	22
44	75
95	77

271
10
63	52
59	53
45	12
59	50
90	1
71	49
45	49
36	78
64	78
36	10

338
15
61	8
92	87
30	98
24	38
68	24
15	98
33	37
96	26
33	41
55	17
76	89
48	43
93	80
70	56
58	11

465
20
100	46
88	47
30	52
33	6
34	31
58	1
29	46
26	4
87	39
7	87
74	76
28	6
76	20
49	98
91	77
39	73
86	31
54	77
54	18
35	76

987
50
23	42
1	76
66	36
59	56
27	70
84	47
72	83
99	72
15	91
77	22
11	25
9	6
72	20
27	10
83	81
73	13
31	28
20	36
12	14
78	22
22	72
58	40
33	60
100	29
75	75
46	24
57	53
82	31
87	45
5	74
9	69
55	79
91	95
61	100
84	38
78	37
36	66
4	9
10	75
21	7
44	21
6	73
69	43
43	21
55	76
34	46
97	46
71	98
20	87
14	84

1654
250
56	49
83	31
89	75
52	78
43	93
95	8
77	25
97	84
97	96
78	88
6	14
26	65
84	75
100	11
81	89
12	4
70	71
25	22
10	47
82	30
41	41
97	67
45	9
78	17
22	30
4	54
64	53
34	39
60	60
43	9
39	68
42	23
63	57
28	53
69	18
3	10
87	48
65	11
3	6
99	10
52	44
68	47
35	2
37	55
29	13
88	39
86	73
89	29
94	83
33	24
62	15
96	86
77	35
90	95
61	87
60	91
43	77
71	33
80	72
6	77
11	86
32	5
7	57
94	19
57	50
50	11
11	62
3	51
73	60
23	69
60	57
51	54
94	97
94	98
64	16
75	44
60	65
27	63
45	71
20	99
9	37
81	87
76	39
61	77
11	94
22	50
7	18
53	74
10	5
88	34
28	45
52	61
78	99
52	66
29	61
50	46
79	99
36	82
10	54
67	53
83	84
80	52
77	62
90	65
43	80
53	93
75	37
2	89
84	32
79	57
5	30
63	68
52	90
45	13
95	97
67	26
100	88
51	39
76	26
100	89
60	87
93	89
4	78
21	16
10	14
81	79
61	71
3	27
89	80
30	87
24	1
59	48
58	40
77	31
23	62
90	38
68	69
65	98
97	10
61	79
18	100
98	75
8	60
10	11
69	72
86	54
23	33
88	82
75	99
52	42
59	81
84	63
37	70
80	46
72	53
11	74
13	97
62	38
18	29
62	76
58	10
81	2
95	26
67	58
34	51
63	45
49	41
60	76
68	88
94	22
82	31
87	31
92	90
78	4
66	29
6	12
22	32
81	27
15	40
71	41
7	61
59	21
53	14
45	78
48	49
58	17
44	77
23	2
31	39
96	19
97	19
3	4
35	59
62	6
47	59
87	25
2	41
74	47
76	69
32	74
86	74
48	60
91	93
41	57
6	44
93	96
42	35
72	64
30	7
68	8
75	96
81	93
15	75
45	27
14	70
77	36
56	28
62	55
78	60
2	34
78	50
16	30
95	42
81	56
67	78
58	58
30	54
20	91
64	46
56	1
93	52
3	13
77	42
79	48
24	13
55	25
50	3
32	21
27	74
92	68
14	15
9	63
57	73
5	64
90	31
11	80
36	1
52	22
94	52
27	18

4317
1000
100	36
89	63
32	76
11	48
89	25
7	83
80	2
17	52
32	60
97	59
96	16
16	85
89	12
54	37
14	100
63	88
40	25
20	8
90	35
63	70
38	75
51	17
88	6
28	26
48	20
7	92
15	23
29	8
13	87
15	67
95	80
36	25
66	39
42	48
21	44
40	2
58	32
25	21
64	40
31	100
65	11
83	48
7	3
41	55
31	38
99	27
25	7
88	26
17	45
15	20
45	56
75	10
65	70
27	64
85	87
6	47
46	98
33	30
82	10
54	29
70	28
40	28
70	11
26	34
21	2
61	42
94	91
69	24
41	53
36	27
20	38
3	49
55	97
23	68
65	65
82	13
12	38
92	13
88	78
96	5
90	89
7	74
16	50
25	42
100	41
19	20
31	83
51	26
11	21
14	44
19	92
94	86
44	33
41	90
3	67
30	70
91	58
99	11
3	62
49	6
25	6
63	85
27	34
32	59
28	44
30	38
18	90
7	90
55	65
29	28
56	87
94	83
71	77
31	92
96	83
67	31
62	43
4	35
41	4
41	83
62	6
95	70
12	52
63	81
34	41
7	88
64	80
10	46
24	26
76	89
46	67
41	3
18	2
100	19
40	11
2	85
79	37
74	10
26	37
64	84
22	34
96	79
25	66
40	91
70	23
89	73
70	8
48	88
27	70
20	46
56	46
14	68
62	7
46	6
22	21
9	20
88	38
28	83
18	14
96	96
41	29
91	43
20	29
36	3
36	27
36	6
53	82
38	78
74	99
98	38
56	3
80	47
15	91
8	30
99	11
31	82
31	98
28	70
6	90
99	84
92	82
4	81
55	77
26	48
71	80
36	82
51	29
91	9
11	36
90	93
62	66
70	36
33	67
46	99
94	51
81	54
19	100
44	29
16	93
11	58
45	22
49	49
54	74
9	25
53	6
45	5
78	11
33	45
99	63
82	81
22	26
14	94
34	93
70	44
34	43
31	26
83	21
35	4
48	76
15	42
22	11
11	95
69	38
93	87
56	82
57	11
14	77
45	79
72	65
95	59
62	24
45	54
80	16
25	45
93	55
58	78
71	9
21	87
26	48
5	84
75	25
14	97
51	49
34	61
45	7
77	75
30	4
26	30
36	40
81	22
20	80
91	83
23	22
38	34
40	49
68	45
99	24
62	73
77	68
79	46
54	35
89	50
18	78
37	70
20	51
82	33
90	70
51	86
70	21
100	54
87	72
52	83
99	72
41	90
22	75
67	41
77	76
23	15
20	10
91	30
1	33
17	65
1	89
59	16
53	40
71	88
77	22
95	33
5	66
44	26
71	71
66	59
58	81
52	20
13	60
63	84
13	83
72	40
44	72
54	83
57	82
78	11
30	93
70	37
81	81
52	95
74	49
44	24
79	6
43	16
67	41
82	12
33	46
6	61
100	68
16	66
45	90
76	60
65	61
24	35
8	72
54	77
69	61
15	92
3	88
23	49
40	88
72	51
5	43
85	82
66	94
25	46
18	25
55	84
13	79
53	80
65	93
59	25
62	77
100	18
74	3
75	59
60	89
20	35
85	84
53	66
100	60
71	80
31	53
18	44
92	59
63	31
91	53
85	86
81	100
25	8
24	25
14	59
8	50
14	34
92	63
42	45
85	65
60	97
82	25
78	98
97	52
7	87
9	91
74	39
67	88
68	93
29	9
14	41
45	81
41	57
4	75
65	89
96	1
21	35
40	67
38	100
28	96
4	71
78	97
80	49
16	39
42	95
41	68
38	31
4	67
4	81
15	7
29	99
26	93
33	73
93	6
51	11
85	17
18	1
77	71
95	92
68	49
55	33
76	92
84	81
1	64
84	66
69	86
55	1
85	90
44	49
53	67
80	18
5	74
84	62
34	8
2	88
10	70
86	76
60	9
90	64
24	77
97	61
77	49
95	24
44	89
99	94
35	55
94	99
56	66
71	90
2	82
93	55
2	59
81	63
58	7
43	76
25	50
8	76
62	16
6	56
9	11
76	79
95	100
69	62
66	78
9	81
94	92
55	45
43	65
20	23
54	65
21	76
22	93
36	98
10	71
30	93
96	6
72	39
79	72
84	22
96	20
34	35
68	29
15	27
1	53
72	68
19	15
8	32
65	53
71	15
36	83
37	54
52	10
39	98
46	1
24	17
94	37
11	99
69	94
34	50
83	70
77	97
15	37
44	23
21	45
82	64
100	27
53	72
71	30
26	70
70	74
25	33
45	99
55	72
37	95
46	14
97	31
39	48
26	24
69	16
56	57
86	4
58	72
47	87
78	16
9	50
27	49
76	86
4	53
1	59
6	91
44	61
51	73
63	65
1	56
41	53
30	9
47	61
76	55
54	88
19	89
35	85
43	93
41	4
41	74
22	88
84	31
39	23
89	41
59	87
57	3
49	37
54	74
49	80
7	48
51	19
78	36
18	36
46	43
19	24
33	76
71	77
72	62
70	100
55	14
42	62
53	45
24	52
65	29
16	41
11	94
90	64
1	27
61	1
85	43
18	98
5	35
2	28
55	80
45	30
27	45
7	22
100	39
51	96
15	12
95	81
20	80
13	11
35	95
43	67
36	4
72	94
100	23
92	24
61	61
10	56
43	21
23	89
46	86
27	65
36	99
56	70
31	37
31	19
23	42
68	87
11	14
12	39
22	30
34	27
43	17
8	71
5	77
45	36
90	5
66	53
10	99
74	45
87	1
55	80
69	33
100	5
96	38
70	72
74	39
36	30
90	2
86	49
63	37
39	3
83	71
10	7
7	28
9	94
41	96
5	32
3	49
14	79
90	93
80	91
85	23
66	41
37	17
83	7
13	100
75	31
96	100
3	2
46	79
100	39
62	87
1	83
39	88
28	61
46	97
46	4
95	52
24	40
20	81
47	71
87	14
53	54
56	27
42	34
16	86
53	21
10	99
18	94
87	95
79	65
48	90
58	90
95	2
15	4
27	79
90	24
8	56
28	97
91	81
79	71
27	61
82	35
48	72
95	39
11	29
76	40
23	29
69	1
71	27
96	9
72	99
18	31
78	99
57	97
82	52
55	35
70	9
96	29
81	93
1	74
66	53
41	31
75	50
78	20
63	46
94	25
82	11
96	1
29	67
67	59
87	52
70	46
83	8
1	61
80	23
62	95
89	34
26	30
63	18
5	86
79	84
57	58
17	92
35	70
30	6
89	35
10	15
36	50
24	51
84	89
17	5
2	65
56	19
44	34
22	91
9	5
51	31
31	47
26	79
64	36
84	13
100	64
11	46
65	69
47	13
69	90
51	1
